"","Acc_Index","Vehicle_Reference","Casualty_Reference","Casualty_Class","Sex_of_Casualty","Age_Band_of_Casualty","Casualty_Severity","Pedestrian_Location","Pedestrian_Movement","Car_Passenger","Bus_or_Coach_Passenger","Pedestrian_Road_Maintenance_Worker","Casualty_Type","Casualty_Home_Area_Type"
"16247","201401PY20402",1,1,3,1,3,3,5,1,0,0,2,0,-1
"16248","201401PY20404",1,1,1,1,7,3,0,0,0,0,0,19,1
"16249","201401PY20405",2,1,1,1,1,3,0,0,0,0,0,1,-1
"16250","201401PY20406",1,1,1,1,5,3,0,0,0,0,0,9,1
"16251","201401PY20408",1,1,3,2,5,3,5,1,0,0,2,0,1
"16252","201401PY20409",1,1,1,1,6,3,0,0,0,0,0,9,-1
"16253","201401PY20411",1,1,1,1,6,3,0,0,0,0,0,1,1
"16254","201401PY20412",2,1,1,1,6,3,0,0,0,0,0,5,1
"16255","201401PY20413",1,1,3,2,3,3,5,1,0,0,2,0,1
"16256","201401PY20415",1,1,3,1,7,3,5,1,0,0,2,0,1
"16257","201401PY20416",1,1,3,2,5,2,4,2,0,0,2,0,-1
"16258","201401PY20417",1,1,3,1,-1,3,5,1,0,0,2,0,-1
"16259","201401PY20418",2,1,1,1,8,3,0,0,0,0,0,1,1
"16260","201401PY20419",2,1,1,1,-1,3,0,0,0,0,0,1,1
"162611","201401PY20420",1,1,3,2,5,3,9,9,0,0,2,0,1
"16262","201401PY20421",2,1,1,1,10,3,0,0,0,0,0,90,-1
"16263","201401PY20422",1,1,3,2,8,2,9,9,0,0,2,0,1
"16264","201401PY20424",1,1,1,1,6,3,0,0,0,0,0,9,1
"16265","201401PY20425",1,1,1,2,5,3,0,0,0,0,0,9,1
"16266","201401PY20426",1,1,1,2,6,3,0,0,0,0,0,1,1
"16267","201401PY20427",1,1,3,2,7,3,5,3,0,0,2,0,1
"16268","201401PY20428",1,1,1,1,-1,3,0,0,0,0,0,8,-1
"16269","201401PY20429",1,1,3,1,9,3,5,1,0,0,2,0,1
"16271","201401PY20432",1,1,1,1,-1,3,0,0,0,0,0,19,1
"16272","201401PY20433",2,1,1,1,8,2,0,0,0,0,0,1,1
"16273","201401PY20434",2,1,1,2,-1,3,0,0,0,0,0,9,-1
"16274","201401PY20435",1,1,1,2,8,3,0,0,0,0,0,8,-1
"16275","201401PY20436",2,1,1,1,5,2,0,0,0,0,0,3,1
"16276","201401PY20437",1,1,1,2,8,3,0,0,0,0,0,9,3
"16277","201401PY20437",2,2,1,1,4,3,0,0,0,0,0,9,1
"16278","201401PY20439",1,1,1,2,9,3,0,0,0,0,0,9,3
"16279","201401PY20439",2,2,1,2,10,3,0,0,0,0,0,9,3
"16280","201401PY20440",2,1,1,1,-1,3,0,0,0,0,0,9,-1
"16281","201401PY20441",2,1,1,2,8,3,0,0,0,0,0,9,-1
"16282","201401PY20442",1,1,1,1,7,3,0,0,0,0,0,9,1
"16283","201401PY20443",1,1,1,1,8,3,0,0,0,0,0,9,1
"16284","201401PY20443",2,2,1,2,8,3,0,0,0,0,0,9,1
"16285","201401PY20444",1,1,1,1,6,2,0,0,0,0,0,5,1
"16286","201401PY20445",2,1,1,1,-1,3,0,0,0,0,0,9,-1
"16287","201401PY20446",2,1,1,1,-1,3,0,0,0,0,0,9,1
"16288","201401PY20447",1,1,1,1,-1,3,0,0,0,0,0,9,1
"16289","201401PY20448",1,1,1,1,9,3,0,0,0,0,0,9,1
"16290","201401PY20450",1,1,1,1,-1,3,0,0,0,0,0,9,1
"16291","201401PY20451",1,1,3,1,1,2,5,1,0,0,2,0,-1
"16292","201401PY20454",2,1,1,1,5,2,0,0,0,0,0,4,3
"16293","201401PY20455",1,1,1,1,7,3,0,0,0,0,0,9,1
"16294","201401PY20456",1,1,3,2,8,3,5,1,0,0,2,0,1
"16295","201401PY20457",2,1,1,1,6,3,0,0,0,0,0,1,-1
"16296","201401PY20458",1,1,1,1,6,3,0,0,0,0,0,2,1
"16297","201401PY20460",1,1,1,1,7,3,0,0,0,0,0,9,1
"16298","201401PY20461",2,1,3,1,-1,3,1,1,0,0,2,0,1
"16299","201401PY20462",1,1,1,1,7,3,0,0,0,0,0,3,-1
"16300","201401PY20463",1,1,1,2,8,3,0,0,0,0,0,9,1
"16301","201401PY20465",1,1,1,1,4,3,0,0,0,0,0,3,1
"16302","201401PY20466",1,1,1,1,4,3,0,0,0,0,0,9,1
"16303","201401PY20467",1,1,1,1,4,3,0,0,0,0,0,1,1
"16304","201401PY20468",1,1,1,1,8,3,0,0,0,0,0,9,1
"16305","201401PY20469",1,1,1,2,7,3,0,0,0,0,0,9,1
"16306","201401PY20470",1,1,3,2,9,3,6,9,0,0,2,0,1
"16307","201401PY20471",1,1,1,1,8,3,0,0,0,0,0,5,1
"16308","201401PY20472",1,1,3,2,11,3,9,5,0,0,2,0,-1
"16309","201401PY20473",1,1,3,2,8,3,5,3,0,0,2,0,1
"16310","201401PY20475",1,1,1,1,6,3,0,0,0,0,0,9,1
"16311","201401PY20476",1,1,1,2,4,3,0,0,0,0,0,9,1
"16312","201401PY20477",1,1,1,1,8,3,0,0,0,0,0,5,1
"16313","201401PY20478",1,1,3,1,-1,3,5,1,0,0,2,0,1
"16314","201401PY20479",1,1,1,1,6,3,0,0,0,0,0,3,1
"16315","201401PY20480",1,1,1,1,5,3,0,0,0,0,0,9,-1
"16316","201401PY20481",1,1,3,1,3,2,5,1,0,0,2,0,1
"16317","201401PY20482",1,1,3,2,-1,3,5,3,0,0,2,0,-1
"16318","201401PY20483",1,1,1,2,4,3,0,0,0,0,0,9,-1
"16319","201401PY20484",2,1,1,1,6,3,0,0,0,0,0,1,1
"16320","201401PY20485",1,1,1,1,6,3,0,0,0,0,0,19,1
"16321","201401PY20485",2,2,1,1,7,3,0,0,0,0,0,9,1
"16322","201401PY20486",2,1,1,2,4,3,0,0,0,0,0,9,1
"16323","201401PY20487",1,1,1,1,4,3,0,0,0,0,0,9,1
"16324","201401PY20488",1,1,1,1,8,3,0,0,0,0,0,9,1
"16325","201401PY20489",1,1,1,1,6,3,0,0,0,0,0,5,1
"16326","201401PY20491",1,1,1,1,6,3,0,0,0,0,0,9,1
"16327","201401PY20491",2,2,1,2,7,3,0,0,0,0,0,9,1
"16328","201401PY20492",1,1,1,1,11,3,0,0,0,0,0,9,1
"16329","201401PY20493",2,1,1,1,3,3,0,0,0,0,0,1,1
"16330","201401PY20494",2,1,1,1,5,3,0,0,0,0,0,3,1
"16331","201401PY20495",1,1,3,2,7,3,9,9,0,0,2,0,1
"16332","201401PY20496",1,1,1,1,5,3,0,0,0,0,0,1,1
"16333","201401PY20497",1,1,1,2,8,3,0,0,0,0,0,9,1
"16334","201401PY20498",1,1,1,2,9,3,0,0,0,0,0,9,1
"16335","201401PY20498",2,2,1,2,11,3,0,0,0,0,0,9,1
"16336","201401PY20499",2,1,1,1,7,3,0,0,0,0,0,1,-1
"16337","201401PY20500",1,1,3,1,9,3,5,1,0,0,2,0,1
"16338","201401PY20501",1,1,1,2,6,3,0,0,0,0,0,9,1
"16339","201401PY20501",2,2,1,2,6,3,0,0,0,0,0,9,1
"16340","201401PY20502",1,1,1,1,5,3,0,0,0,0,0,3,1
"16341","201401PY20503",1,1,3,2,11,2,1,1,0,0,2,0,-1
"16342","201401PY20504",2,1,1,1,4,3,0,0,0,0,0,1,1
"16343","201401PY20506",2,1,1,1,7,3,0,0,0,0,0,1,1
"16344","201401PY20507",1,1,1,1,6,3,0,0,0,0,0,4,1
"16345","201401PY20508",2,1,1,1,10,3,0,0,0,0,0,1,1
"16346","201401PY20509",2,1,1,2,4,3,0,0,0,0,0,9,1
"16347","201401PY20509",2,2,2,1,-1,3,0,0,1,0,0,9,-1
"16348","201401PY20510",1,1,1,1,7,3,0,0,0,0,0,3,1
"16349","201401PY20511",1,1,3,1,7,3,5,1,0,0,2,0,-1
"16350","201401PY20512",2,1,1,1,4,3,0,0,0,0,0,9,1
"16351","201401PY20513",1,1,3,1,4,2,5,1,0,0,2,0,-1
"16352","201401PY20514",1,1,1,1,7,3,0,0,0,0,0,11,1
"16353","201401PY20515",1,1,2,2,-1,3,0,0,0,3,0,11,-1
"16354","201401PY20516",1,1,2,1,8,3,0,0,0,3,0,11,1
"16355","201401PY20517",1,1,1,1,5,3,0,0,0,0,0,9,1
"16356","201401PY20518",1,1,3,1,11,3,5,1,0,0,2,0,1
"16357","201401PY20519",1,1,1,2,7,3,0,0,0,0,0,1,1
"16358","201401PY20521",1,1,1,1,11,3,0,0,0,0,0,9,1
"16359","201401PY20522",1,1,1,1,6,3,0,0,0,0,0,2,1
"16360","201401PY20523",1,1,3,2,7,3,5,1,0,0,2,0,1
"16361","201401PY20525",1,1,3,1,6,3,5,3,0,0,2,0,-1
"16362","201401PY20527",1,1,3,2,7,3,5,1,0,0,2,0,1
"16363","201401PY20528",1,1,1,1,6,3,0,0,0,0,0,3,1
"16364","201401PY20531",2,1,1,1,6,3,0,0,0,0,0,1,1
"16365","201401PY20532",1,1,1,1,6,3,0,0,0,0,0,19,1
"16366","201401PY20533",1,1,1,1,6,3,0,0,0,0,0,5,1
"16367","201401PY20534",1,1,1,1,-1,3,0,0,0,0,0,5,-1
"16368","201401PY20535",1,1,3,2,11,3,1,1,0,0,2,0,1
"16369","201401PY20536",1,1,3,2,6,3,5,2,0,0,2,0,1
"16370","201401PY20538",1,1,2,2,6,3,0,0,2,0,0,8,1
"16371","201401PY20539",1,1,1,1,-1,2,0,0,0,0,0,9,-1
"16372","201401PY20540",1,1,1,2,8,3,0,0,0,0,0,9,1
"16373","201401PY20541",1,1,1,1,7,2,0,0,0,0,0,1,-1
"16374","201401PY20542",1,1,2,2,3,3,0,0,0,2,0,11,1
"16375","201401PY20543",1,1,3,1,3,3,1,1,0,0,2,0,1
"16376","201401PY20544",2,1,1,2,7,3,0,0,0,0,0,9,1
"16377","201401PY20545",1,1,1,1,8,3,0,0,0,0,0,9,1
"16378","201401PY20545",2,2,1,2,8,3,0,0,0,0,0,9,1
"16379","201401PY20546",2,1,1,1,7,3,0,0,0,0,0,1,1
"16380","201401PY20547",1,1,1,1,7,3,0,0,0,0,0,1,-1
"16381","201401PY20548",1,1,2,1,3,3,0,0,0,2,0,11,1
"16382","201401PY20549",1,1,2,2,1,3,0,0,2,0,0,9,1
"16383","201401PY20549",1,2,2,2,7,3,0,0,1,0,0,9,1
"16384","201401PY20550",2,1,1,1,5,3,0,0,0,0,0,3,3
"16385","201401PY20551",1,1,1,2,6,3,0,0,0,0,0,9,1
"16386","201401PY20552",1,1,1,1,-1,3,0,0,0,0,0,9,1
"16388","201401PY20554",1,1,1,2,4,3,0,0,0,0,0,9,1
"16389","201401PY20554",1,3,2,2,5,3,0,0,1,0,0,9,-1
"16390","201401PY20554",2,2,1,2,7,3,0,0,0,0,0,9,1
"16391","201401PY20555",1,1,1,1,8,3,0,0,0,0,0,9,1
"16392","201401PY20557",2,1,1,1,6,3,0,0,0,0,0,3,1
"16393","201401PY20558",1,1,1,1,5,3,0,0,0,0,0,9,-1
"16394","201401PY20559",2,1,1,1,-1,3,0,0,0,0,0,1,1
"16395","201401PY20560",2,1,1,2,7,3,0,0,0,0,0,9,1
"16396","201401PY20561",2,1,1,1,6,3,0,0,0,0,0,9,1
"16397","201401PY20561",3,2,1,1,8,3,0,0,0,0,0,9,3
"16398","201401PY20562",1,1,1,1,6,3,0,0,0,0,0,5,1
"16399","201401PY20563",1,1,2,2,5,3,0,0,1,0,0,9,-1
"16400","201401PY20563",1,2,2,1,5,3,0,0,2,0,0,9,1
"16401","201401PY20563",1,3,2,1,5,3,0,0,2,0,0,9,1
"16402","201401PY20564",1,1,2,2,10,3,0,0,0,3,0,11,1
"16403","201401PY20565",1,1,1,1,7,3,0,0,0,0,0,2,1
"16404","201401PY20566",1,1,3,2,4,3,5,3,0,0,2,0,1
"16405","201401PY20569",1,1,1,1,11,3,0,0,0,0,0,9,1
"16406","201401PY20570",2,1,1,1,6,3,0,0,0,0,0,1,1
"16407","201401PY20571",1,1,3,1,2,3,5,1,0,0,2,0,-1
"16408","201401PY20572",2,1,1,1,8,3,0,0,0,0,0,5,1
"16409","201401PY20573",1,1,1,1,7,3,0,0,0,0,0,1,1
"16410","201401PY20574",2,1,1,2,8,3,0,0,0,0,0,1,1
"16411","201401PY20575",1,1,3,2,8,3,5,1,0,0,2,0,1
"16412","201401PY20576",2,1,1,1,5,3,0,0,0,0,0,5,1
"16413","201401PY20577",1,1,3,2,11,3,5,1,0,0,2,0,1
"16414","201401PY20578",1,1,1,1,5,3,0,0,0,0,0,9,1
"16415","201401PY20579",1,1,3,1,2,3,5,1,0,0,2,0,1
"16416","201401PY20580",2,1,1,2,4,3,0,0,0,0,0,1,1
"16417","201401PY20581",1,1,1,1,9,3,0,0,0,0,0,3,1
"16418","201401PY20583",2,1,1,1,8,3,0,0,0,0,0,1,1
"16419","201401PY20585",1,1,1,2,7,3,0,0,0,0,0,9,1
"16420","201401PY20586",1,1,1,1,10,3,0,0,0,0,0,9,2
"16421","201401PY20587",1,1,1,1,8,3,0,0,0,0,0,1,1
"16422","201401PY20588",1,1,1,1,9,3,0,0,0,0,0,9,1
"16423","201401PY20589",1,1,2,2,-1,3,0,0,0,3,0,11,1
"16424","201401PY20591",2,1,1,1,6,3,0,0,0,0,0,1,1
"16425","201401PY20592",1,1,3,1,1,2,5,1,0,0,2,0,-1
"16426","201401PY20593",1,1,1,1,5,3,0,0,0,0,0,2,1
"16427","201401PY20594",2,1,1,2,-1,3,0,0,0,0,0,2,1
"16428","201401PY20595",1,1,1,1,8,3,0,0,0,0,0,3,1
"16429","201401PY20596",1,1,1,1,6,3,0,0,0,0,0,1,1
"16430","201401PY20597",1,1,1,1,8,3,0,0,0,0,0,9,1
"16431","201401PY20597",1,2,2,1,3,3,0,0,1,0,0,9,-1
"16432","201401PY20598",2,1,1,1,7,3,0,0,0,0,0,9,1
"16433","201401PY20598",2,2,2,2,10,3,0,0,1,0,0,9,1
"16434","201401PY20598",2,3,2,1,6,3,0,0,2,0,0,9,1
"16435","201401PY20600",1,1,1,1,4,3,0,0,0,0,0,5,1
"16436","201401PY20601",2,1,1,1,5,3,0,0,0,0,0,9,1
"16437","201401PY20602",1,1,1,2,4,3,0,0,0,0,0,9,1
"16438","201401PY20603",1,1,3,1,3,3,5,1,0,0,2,0,1
"16439","201401PY20604",1,1,1,1,4,2,0,0,0,0,0,2,1
"16440","201401PY20606",2,1,1,1,3,3,0,0,0,0,0,1,1
"16441","201401PY20607",1,1,1,1,6,3,0,0,0,0,0,9,1
"16442","201401PY20608",2,1,2,2,10,3,0,0,1,0,0,9,-1
"16443","201401PY20610",2,1,1,1,4,3,0,0,0,0,0,3,1
"16444","201401PY20611",1,1,1,2,5,3,0,0,0,0,0,9,1
"16445","201401PY20612",1,1,3,1,5,3,5,1,0,0,2,0,1
"16446","201401PY20613",1,1,3,1,4,3,5,3,0,0,2,0,1
"16447","201401PY20614",1,1,1,1,10,3,0,0,0,0,0,9,1
"16448","201401PY20615",1,1,1,1,4,3,0,0,0,0,0,3,1
"16449","201401PY20616",1,1,1,2,7,3,0,0,0,0,0,9,1
"16450","201401PY20616",1,2,2,1,1,3,0,0,2,0,0,9,-1
"16451","201401PY20616",1,3,2,1,1,3,0,0,2,0,0,9,-1
"16452","201401PY20617",1,1,1,1,7,3,0,0,0,0,0,9,1
"16453","201401PY20619",1,1,1,1,7,3,0,0,0,0,0,9,1
"16454","201401PY20619",1,2,2,2,7,3,0,0,1,0,0,9,1
"16455","201401PY20620",1,1,3,2,2,2,5,3,0,0,2,0,1
"16456","201401PY20621",1,1,3,1,10,3,5,1,0,0,2,0,1
"16457","201401PY20621",1,2,3,2,9,2,5,2,0,0,2,0,1
"16458","201401PY20622",1,1,1,2,6,3,0,0,0,0,0,9,1
"16459","201401PY20623",1,1,1,2,8,3,0,0,0,0,0,9,1
"16460","201401PY20624",1,1,1,1,10,3,0,0,0,0,0,9,1
"16461","201401PY20625",2,1,1,1,-1,3,0,0,0,0,0,3,1
"16462","201401PY20626",2,1,1,1,7,3,0,0,0,0,0,1,1
"16463","201401PY20627",1,1,1,1,8,3,0,0,0,0,0,9,1
"16464","201401PY20627",2,2,1,1,5,3,0,0,0,0,0,19,1
"16465","201401PY20627",3,3,1,1,9,3,0,0,0,0,0,9,1
"16466","201401PY20627",3,4,2,2,5,3,0,0,1,0,0,9,1
"16467","201401PY20627",3,5,2,2,-1,3,0,0,2,0,0,9,1
"16468","201401PY20628",2,1,1,1,8,2,0,0,0,0,0,20,1
"16469","201401PY20629",1,1,3,1,2,3,5,1,0,0,2,0,1
"16470","201401PY20630",1,1,3,1,-1,2,5,1,0,0,2,0,-1
"16471","201401PY20631",1,1,2,2,-1,3,0,0,0,4,0,11,-1
"16472","201401PY20631",1,2,2,2,11,3,0,0,0,4,0,11,-1
"16473","201401PY20631",1,3,2,2,11,3,0,0,0,4,0,11,-1
"16474","201401PY20631",1,4,2,2,-1,3,0,0,0,4,0,11,-1
"16475","201401PY20631",1,5,2,2,7,3,0,0,0,4,0,11,-1
"16476","201401PY20632",2,1,1,1,4,3,0,0,0,0,0,1,1
"16477","201401PY20633",1,1,3,2,-1,3,5,1,0,0,2,0,-1
"16478","201401PY20635",2,1,1,1,-1,3,0,0,0,0,0,1,1
"16479","201401PY20636",1,1,1,1,6,3,0,0,0,0,0,9,-1
"16480","201401PY20637",2,1,1,1,4,3,0,0,0,0,0,9,1
"16481","201401PY20638",1,1,3,2,7,3,5,1,0,0,2,0,-1
"16482","201401PY20639",1,1,1,1,6,3,0,0,0,0,0,11,1
"16483","201401PY20640",1,1,1,1,7,3,0,0,0,0,0,19,1
"16484","201401PY20640",2,2,1,1,8,3,0,0,0,0,0,9,1
"16485","201401PY20641",2,1,2,2,7,3,0,0,1,0,0,9,1
"16486","201401PY20642",1,1,1,1,4,3,0,0,0,0,0,9,1
"16487","201401PY20643",2,1,1,1,4,3,0,0,0,0,0,3,1
"16488","201401PY20644",1,1,1,2,7,3,0,0,0,0,0,9,1
"16489","201401PY20645",1,1,1,1,5,3,0,0,0,0,0,9,-1
"16490","201401PY20645",2,2,1,1,8,3,0,0,0,0,0,3,1
"16492","201401PY20647",2,1,1,1,-1,3,0,0,0,0,0,3,-1
"16495","201401PY20649",2,1,1,1,6,3,0,0,0,0,0,4,1
"16496","201401PY20650",1,1,1,1,4,3,0,0,0,0,0,4,1
"16497","201401PY20652",1,1,1,1,7,3,0,0,0,0,0,9,1
"16498","201401PY20653",2,1,1,1,4,3,0,0,0,0,0,3,-1
"16499","201401PY20654",1,1,1,1,9,3,0,0,0,0,0,19,1
"16500","201401PY20655",1,1,1,2,8,3,0,0,0,0,0,9,-1
"16501","201401PY20656",1,1,1,2,7,3,0,0,0,0,0,9,1
"16502","201401PY20657",1,1,3,2,6,3,5,3,0,0,2,0,1
"16503","201401PY20658",1,1,1,1,6,3,0,0,0,0,0,1,1
"16504","201401PY20659",1,1,1,1,8,3,0,0,0,0,0,9,1
"16505","201401PY20660",1,1,1,1,8,3,0,0,0,0,0,19,1
"16506","201401PY20661",2,1,1,1,6,3,0,0,0,0,0,5,1
"16507","201401PY20662",1,1,3,2,6,3,5,1,0,0,2,0,1
"16508","201401PY20663",1,1,1,1,5,3,0,0,0,0,0,11,1
"16509","201401PY20663",1,2,2,1,3,3,0,0,0,4,0,11,1
"16510","201401PY20664",1,1,1,2,8,3,0,0,0,0,0,1,1
"16511","201401PY20665",1,1,1,1,7,3,0,0,0,0,0,5,1
"16512","201401PY20666",1,1,1,1,7,3,0,0,0,0,0,1,-1
"16513","201401PY20667",2,1,1,1,7,3,0,0,0,0,0,1,1
"16514","201401PY20668",1,1,1,1,6,3,0,0,0,0,0,9,1
"16518","201401PY20670",1,1,3,1,2,3,5,1,0,0,2,0,1
"16519","201401PY20671",1,1,3,2,-1,3,5,3,0,0,2,0,-1
"16524","201401PY20674",1,1,1,1,7,3,0,0,0,0,0,5,1
"16525","201401PY20677",1,1,1,1,11,3,0,0,0,0,0,9,1
"16526","201401PY20677",2,2,1,1,8,3,0,0,0,0,0,9,1
"16527","201401PY20678",1,1,1,2,11,3,0,0,0,0,0,9,1
"16528","201401PY20679",1,1,1,1,8,3,0,0,0,0,0,9,1
"16529","201401PY20680",1,2,2,2,5,3,0,0,1,0,0,9,1
"16530","201401PY20680",2,1,1,1,5,3,0,0,0,0,0,19,1
"16531","201401PY20681",2,1,1,1,6,3,0,0,0,0,0,9,1
"16532","201401PY20682",1,1,2,2,-1,3,0,0,1,0,0,9,1
"16533","201401PY20682",1,2,2,1,4,3,0,0,2,0,0,9,-1
"16534","201401PY20683",1,1,3,2,11,3,5,1,0,0,2,0,1
"16535","201401PY20684",2,1,1,1,6,3,0,0,0,0,0,1,1
"16536","201401PY20685",1,1,1,2,10,3,0,0,0,0,0,9,1
"16537","201401PY20686",2,1,1,1,7,3,0,0,0,0,0,1,1
"16538","201401PY20687",1,1,1,2,5,3,0,0,0,0,0,9,1
"16539","201401PY20687",1,2,2,2,7,3,0,0,1,0,0,9,-1
"16540","201401PY20688",1,1,1,2,11,3,0,0,0,0,0,9,2
"16541","201401PY20689",1,1,1,2,6,3,0,0,0,0,0,9,1
"16542","201401PY20691",1,1,1,1,10,3,0,0,0,0,0,9,1
"16543","201401PY20691",1,2,2,2,5,3,0,0,1,0,0,9,1
"16544","201401PY20692",1,1,1,1,6,3,0,0,0,0,0,9,1
"165451","201401PY20692",2,2,1,2,8,3,0,0,0,0,0,9,1
"16546","201401PY20693",1,1,1,1,4,2,0,0,0,0,0,2,1
"16547","201401PY20694",1,1,1,2,8,3,0,0,0,0,0,9,3
"16548","201401PY20695",1,1,1,1,6,3,0,0,0,0,0,3,1
"16549","201401PY20696",3,1,2,2,8,3,0,0,0,3,0,11,1
"16550","201401PY20697",1,1,3,1,4,3,5,3,0,0,2,0,1
"16551","201401PY20698",1,1,1,1,6,3,0,0,0,0,0,5,-1
"16552","201401PY20699",1,1,1,2,5,3,0,0,0,0,0,9,1
"16553","201401PY20700",1,1,1,1,9,3,0,0,0,0,0,9,1
"16554","201401PY20700",1,4,2,1,3,3,0,0,1,0,0,9,1
"16555","201401PY20700",2,2,1,1,6,3,0,0,0,0,0,9,1
"16556","201401PY20700",2,3,2,1,1,3,0,0,1,0,0,9,-1
"16557","201401PY20700",3,5,1,2,8,3,0,0,0,0,0,9,1
"16558","201401PY20701",1,1,1,1,5,3,0,0,0,0,0,9,1
"16559","201401PY20702",1,1,1,1,7,3,0,0,0,0,0,9,3
"16560","201401PY20703",1,1,1,1,8,3,0,0,0,0,0,9,1
"16561","201401PY20704",1,1,1,1,10,3,0,0,0,0,0,9,1
"16562","201401PY20705",2,1,1,2,-1,3,0,0,0,0,0,9,1
"16563","201401PY20706",1,1,1,2,6,3,0,0,0,0,0,9,1
"16564","201401PY20706",2,2,1,1,9,2,0,0,0,0,0,5,1
"16565","201401PY20707",1,1,1,2,7,3,0,0,0,0,0,9,1
"16566","201401PY20707",2,2,1,1,10,3,0,0,0,0,0,9,1
"16567","201401PY20708",1,1,1,1,7,3,0,0,0,0,0,1,1
"16568","201401PY20709",2,1,1,2,4,3,0,0,0,0,0,1,1
"16569","201401PY20710",1,1,1,1,5,3,0,0,0,0,0,9,1
"16570","201401PY20711",1,1,1,1,8,3,0,0,0,0,0,1,1
"16571","201401PY20712",1,1,1,1,6,3,0,0,0,0,0,19,1
"16572","201401PY20713",1,1,1,2,8,3,0,0,0,0,0,9,1
"16573","201401PY20713",1,2,2,2,7,3,0,0,1,0,0,9,1
"16574","201401PY20714",1,1,1,2,9,3,0,0,0,0,0,9,1
"16575","201401PY20715",1,1,1,1,6,3,0,0,0,0,0,9,1
"16576","201401PY20716",1,1,1,1,5,3,0,0,0,0,0,3,1
"16577","201401PY20717",1,1,1,1,5,3,0,0,0,0,0,9,-1
"16578","201401PY20719",1,1,1,1,4,3,0,0,0,0,0,3,1
"165791","201401PY20720",1,1,1,2,5,3,0,0,0,0,0,9,1
"16580","201401PY20722",1,1,2,2,6,3,0,0,1,0,0,9,1
"16581","201401PY20722",2,2,1,1,6,3,0,0,0,0,0,9,1
"16582","201401PY20722",2,3,2,2,5,3,0,0,1,0,0,9,1
"16583","201401PY20723",1,1,1,1,8,3,0,0,0,0,0,19,1
"16584","201401PY20724",1,1,1,1,4,3,0,0,0,0,0,3,1
"16585","201401PY20725",1,1,1,2,6,3,0,0,0,0,0,9,1
"16586","201401PY20726",1,1,3,2,6,3,5,3,0,0,2,0,1
"16587","201401PY20727",1,1,1,2,-1,3,0,0,0,0,0,9,1
"16588","201401PY20727",2,2,1,1,-1,3,0,0,0,0,0,9,1
"16589","201401PY20728",2,1,1,1,7,3,0,0,0,0,0,5,1
"16590","201401PY20729",2,1,1,2,-1,3,0,0,0,0,0,1,-1
"16591","201401PY20730",1,1,1,2,9,3,0,0,0,0,0,9,1
"16592","201401PY20731",1,1,2,1,-1,3,0,0,1,0,0,9,1
"16593","201401PY20732",1,1,1,2,7,3,0,0,0,0,0,9,1
"165941","201401PY20732",2,2,1,2,6,3,0,0,0,0,0,9,1
"16595","201401PY20733",2,1,1,1,6,3,0,0,0,0,0,1,1
"16596","201401PY20734",1,1,1,2,8,3,0,0,0,0,0,9,1
"16597","201401PY20736",1,1,1,1,7,3,0,0,0,0,0,9,1
"16598","201401PY20737",1,1,3,1,-1,3,5,3,0,0,2,0,-1
"16599","201401PY20739",3,1,1,1,7,3,0,0,0,0,0,9,1
"16600","201401PY20740",1,1,3,2,4,3,5,1,0,0,2,0,1
"16601","201401PY20741",1,1,3,2,1,3,4,1,0,0,2,0,-1
"16602","201401PY20742",1,1,3,2,3,3,5,1,0,0,2,0,1
"16603","201401PY20743",1,1,1,1,8,3,0,0,0,0,0,9,1
"16604","201401PY20743",1,2,2,2,6,3,0,0,1,0,0,9,1
"16605","201401PY20744",2,1,1,1,8,3,0,0,0,0,0,5,1
"16606","201401PY20746",1,1,3,2,7,3,5,1,0,0,2,0,1
"16607","201401PY20748",1,2,2,2,5,3,0,0,1,0,0,9,1
"16608","201401PY20748",2,1,1,1,4,3,0,0,0,0,0,3,1
"16609","201401PY20749",2,1,1,1,9,3,0,0,0,0,0,9,-1
"16610","201401PY20751",1,1,3,2,5,3,5,3,0,0,2,0,1
"16611","201401PY20752",1,1,1,2,8,3,0,0,0,0,0,9,1
"16612","201401PY20753",2,1,1,1,6,3,0,0,0,0,0,9,1
"16613","201401PY20754",1,1,3,2,6,3,1,1,0,0,2,0,1
"16614","201401PY20755",2,1,1,1,7,3,0,0,0,0,0,3,1
"16615","201401PY20756",2,1,1,1,8,3,0,0,0,0,0,9,1
"16616","201401PY20757",1,1,1,1,4,3,0,0,0,0,0,9,1
"16617","201401PY20757",2,2,1,2,10,3,0,0,0,0,0,9,1
"16618","201401PY20758",1,1,3,1,6,3,5,9,0,0,2,0,1
"16619","201401PY20760",1,1,3,2,3,3,5,9,0,0,2,0,1
"16620","201401PY20761",2,1,2,2,10,3,0,0,1,0,0,9,1
"16621","201401PY20762",2,1,1,2,7,3,0,0,0,0,0,9,-1
"16622","201401PY20763",2,1,1,1,7,3,0,0,0,0,0,9,1
"16623","201401PY20765",1,1,1,2,6,3,0,0,0,0,0,90,-1
"16624","201401PY20765",1,2,2,1,8,3,0,0,0,0,0,90,-1
"16625","201401PY20765",1,3,2,2,7,3,0,0,0,0,0,90,-1
"16626","201401PY20765",2,4,1,1,9,3,0,0,0,0,0,9,1
"16628","201401PY20768",1,1,3,2,-1,3,5,1,0,0,2,0,-1
"16629","201401PY20769",2,1,1,1,7,3,0,0,0,0,0,9,2
"16630","201401PY20770",1,1,1,2,8,3,0,0,0,0,0,3,1
