"","Acc_Index","Vehicle_Reference","Casualty_Reference","Casualty_Class","Sex_of_Casualty","Age_Band_of_Casualty","Casualty_Severity","Pedestrian_Location","Pedestrian_Movement","Car_Passenger","Bus_or_Coach_Passenger","Pedestrian_Road_Maintenance_Worker","Casualty_Type","Casualty_Home_Area_Type"
"774","201001CP00001",2,1,1,1,5,3,0,0,0,0,-1,3,1
"775","201001CP00002",1,1,1,1,-1,3,0,0,0,0,-1,1,-1
"776","201001CP00003",1,1,1,1,6,3,0,0,0,0,-1,1,1
"777","201001CP00003",1,2,3,1,6,3,9,9,0,0,-1,0,1
"778","201001CP00004",1,1,3,1,7,3,9,6,0,0,-1,0,-1
"779","201001CP00005",1,1,1,1,5,3,0,0,0,0,-1,9,1
"780","201001CP00005",1,3,2,2,5,3,0,0,1,0,-1,9,1
"781","201001CP00005",1,4,2,1,4,3,0,0,2,0,-1,9,1
"782","201001CP00005",2,2,1,1,6,3,0,0,0,0,-1,19,-1
"783","201001CP00005",2,5,2,1,8,3,0,0,0,0,-1,19,-1
"785","201001CP00007",1,1,3,2,6,3,5,2,0,0,-1,0,1
"786","201001CP00008",2,1,1,1,6,3,0,0,0,0,-1,5,1
"787","201001CP00009",1,1,1,1,7,3,0,0,0,0,-1,8,1
"788","201001CP00011",1,1,3,1,8,3,1,1,0,0,-1,0,2
"789","201001CP00012",1,1,3,2,6,3,5,4,0,0,-1,0,1
"790","201001CP00012",1,2,1,1,6,3,0,0,0,0,-1,5,1
"791","201001CP00013",1,1,3,2,8,3,5,9,0,0,-1,0,1
"792","201001CP00014",2,1,1,1,8,3,0,0,0,0,-1,1,1
"793","201001CP00015",1,1,3,1,8,3,5,1,0,0,-1,0,-1
"794","201001CP00016",2,1,1,1,6,3,0,0,0,0,-1,3,1
"795","201001CP00017",1,1,3,2,6,3,1,3,0,0,-1,0,1
"796","201001CP00018",2,1,1,1,9,3,0,0,0,0,-1,5,1
"798","201001CP00020",2,1,1,1,7,2,0,0,0,0,-1,1,1
"799","201001CP00021",1,1,1,1,5,3,0,0,0,0,-1,5,1
"800","201001CP00022",2,1,1,1,7,3,0,0,0,0,-1,1,1
"801","201001CP00023",1,1,1,2,8,3,0,0,0,0,-1,11,1
"802","201001CP00023",1,2,3,1,-1,3,10,9,0,0,-1,0,1
"803","201001CP00023",1,3,3,2,7,3,10,9,0,0,-1,0,1
"804","201001CP00023",1,4,2,2,7,3,0,0,0,4,-1,11,1
"805","201001CP00023",1,5,2,2,4,3,0,0,0,4,-1,11,1
"806","201001CP00023",1,6,2,1,8,3,0,0,0,4,-1,11,1
"807","201001CP00023",1,7,2,2,8,3,0,0,0,4,-1,11,1
"808","201001CP00023",1,8,2,2,3,3,0,0,0,4,-1,11,-1
"809","201001CP00023",1,9,2,2,7,3,0,0,0,4,-1,11,-1
"810","201001CP00023",1,10,2,2,6,3,0,0,0,4,-1,11,1
"811","201001CP00024",1,1,3,2,6,3,5,3,0,0,-1,0,1
"812","201001CP00026",2,1,1,1,7,3,0,0,0,0,-1,8,1
"813","201001CP00027",1,1,3,1,8,3,4,3,0,0,-1,0,1
"815","201001CP00029",2,1,1,1,5,3,0,0,0,0,-1,3,1
"816","201001CP00030",1,1,1,1,9,3,0,0,0,0,-1,9,1
"817","201001CP00031",1,1,3,2,7,2,1,9,0,0,-1,0,1
"818","201001CP00032",2,1,1,1,9,3,0,0,0,0,-1,9,1
"819","201001CP00033",1,1,3,1,-1,3,1,3,0,0,-1,0,1
"820","201001CP00034",1,1,3,2,5,2,6,9,0,0,-1,0,1
"821","201001CP00035",1,1,1,1,7,2,0,0,0,0,-1,1,1
"822","201001CP00036",2,1,1,1,5,3,0,0,0,0,-1,1,1
"823","201001CP00037",1,1,1,1,9,3,0,0,0,0,-1,9,3
"824","201001CP00038",1,1,1,1,5,3,0,0,0,0,-1,1,1
"825","201001CP00039",2,1,1,1,6,3,0,0,0,0,-1,1,1
"826","201001CP00041",2,1,1,1,7,3,0,0,0,0,-1,3,1
"827","201001CP00042",2,1,1,1,7,3,0,0,0,0,-1,3,1
"828","201001CP00043",1,1,3,2,6,3,1,9,0,0,-1,0,-1
"829","201001CP00044",1,1,1,1,8,3,0,0,0,0,-1,9,1
"830","201001CP00045",1,1,3,1,5,3,10,1,0,0,-1,0,-1
"832","201001CP00047",1,1,1,1,-1,3,0,0,0,0,-1,1,1
"833","201001CP00048",1,1,3,2,7,3,6,9,0,0,-1,0,-1
"834","201001CP00049",1,1,2,1,8,3,0,0,0,4,-1,11,1
"835","201001CP00049",1,2,2,2,6,3,0,0,0,4,-1,11,1
"836","201001CP00050",1,1,3,1,6,2,5,1,0,0,-1,0,1
"837","201001CP00051",2,1,1,1,6,3,0,0,0,0,-1,1,1
"838","201001CP00052",2,1,1,1,-1,3,0,0,0,0,-1,1,-1
"839","201001CP00053",2,1,1,2,6,2,0,0,0,0,-1,1,1
"840","201001CP00054",1,1,1,1,6,2,0,0,0,0,-1,2,1
"841","201001CP00055",1,1,3,1,7,3,6,9,0,0,-1,0,1
"842","201001CP00056",1,1,1,1,7,3,0,0,0,0,-1,5,1
"843","201001CP00057",1,1,1,1,6,2,0,0,0,0,-1,1,1
"844","201001CP00058",1,2,2,1,6,3,0,0,2,0,-1,8,1
"845","201001CP00058",1,3,2,1,6,3,0,0,2,0,-1,8,1
"846","201001CP00058",2,1,1,1,7,2,0,0,0,0,-1,8,1
"847","201001CP00059",1,1,3,1,6,3,5,1,0,0,-1,0,-1
"848","201001CP00060",1,1,1,1,7,3,0,0,0,0,-1,5,1
"849","201001CP00061",1,1,3,2,6,3,1,1,0,0,-1,0,1
"850","201001CP00062",1,1,3,1,7,3,4,1,0,0,-1,0,1
"851","201001CP00063",2,1,1,1,7,3,0,0,0,0,-1,5,1
"852","201001CP00064",2,1,1,1,8,3,0,0,0,0,-1,1,1
"853","201001CP00065",2,1,1,1,6,3,0,0,0,0,-1,3,1
"854","201001CP00066",2,1,1,1,6,3,0,0,0,0,-1,19,1
"855","201001CP00066",3,2,1,1,8,3,0,0,0,0,-1,9,1
"856","201001CP00067",1,1,3,2,6,3,10,9,0,0,-1,0,1
"857","201001CP00068",1,1,3,1,5,3,4,1,0,0,-1,0,1
"858","201001CP00069",1,1,3,2,6,3,4,3,0,0,-1,0,1
"859","201001CP00070",2,1,1,1,6,3,0,0,0,0,-1,5,1
"860","201001CP00071",2,1,1,2,6,3,0,0,0,0,-1,1,1
"861","201001CP00072",1,1,3,2,8,3,5,9,0,0,-1,0,-1
"862","201001CP00073",1,1,1,1,5,3,0,0,0,0,-1,3,1
"863","201001CP00074",2,1,1,1,9,3,0,0,0,0,-1,1,1
"864","201001CP00075",1,1,1,1,8,3,0,0,0,0,-1,1,1
"865","201001CP00077",1,1,3,2,5,3,4,2,0,0,-1,0,1
"866","201001CP00078",1,1,1,1,6,3,0,0,0,0,-1,9,1
"867","201001CP00079",1,1,3,1,7,2,1,1,0,0,-1,0,2
"868","201001CP00080",2,1,1,1,6,3,0,0,0,0,-1,3,1
"869","201001CP00081",1,1,1,1,4,3,0,0,0,0,-1,19,1
"870","201001CP00082",1,1,3,2,9,3,1,1,0,0,-1,0,1
"871","201001CP00083",2,1,1,1,9,3,0,0,0,0,-1,5,3
"872","201001CP00084",1,1,1,1,9,3,0,0,0,0,-1,8,1
"873","201001CP00085",2,1,1,1,6,3,0,0,0,0,-1,1,1
"874","201001CP00086",2,1,1,2,6,3,0,0,0,0,-1,3,1
"875","201001CP00087",1,1,2,2,7,3,0,0,0,4,-1,11,2
"876","201001CP00088",1,1,1,1,8,3,0,0,0,0,-1,1,1
"877","201001CP00089",1,1,1,1,4,3,0,0,0,0,-1,9,1
"878","201001CP00089",1,2,2,1,5,3,0,0,2,0,-1,9,-1
"879","201001CP00089",1,3,2,1,-1,3,0,0,2,0,-1,9,-1
"880","201001CP00090",1,1,3,2,7,3,5,2,0,0,-1,0,-1
"881","201001CP00091",2,1,1,1,6,3,0,0,0,0,-1,3,1
"882","201001CP00092",2,1,1,1,7,2,0,0,0,0,-1,1,1
"883","201001CP00093",1,1,3,1,9,3,1,1,0,0,-1,0,3
"884","201001CP00094",1,1,1,1,7,3,0,0,0,0,-1,5,1
"885","201001CP00094",1,2,3,1,8,3,5,3,0,0,-1,0,3
"886","201001CP00096",1,1,3,2,5,3,4,3,0,0,-1,0,1
"888","201001CP00099",1,1,3,1,7,3,9,5,0,0,-1,0,1
"889","201001CP00100",2,1,1,1,-1,3,0,0,0,0,-1,1,-1
"890","201001CP00101",1,1,1,1,8,3,0,0,0,0,-1,1,1
"891","201001CP00102",1,1,1,2,5,3,0,0,0,0,-1,1,1
"892","201001CP00103",1,1,3,1,8,3,1,9,0,0,-1,0,-1
"893","201001CP00104",2,1,1,1,6,3,0,0,0,0,-1,1,1
"894","201001CP00105",1,1,1,1,6,3,0,0,0,0,-1,3,1
"895","201001CP00105",1,2,3,1,6,3,5,2,0,0,-1,0,1
"896","201001CP00106",2,1,1,2,7,3,0,0,0,0,-1,5,1
"897","201001CP00107",2,1,1,1,6,3,0,0,0,0,-1,1,1
"898","201001CP00108",1,1,1,1,6,3,0,0,0,0,-1,9,1
"899","201001CP00108",2,2,1,1,9,3,0,0,0,0,-1,8,1
"900","201001CP00108",3,3,1,1,7,3,0,0,0,0,-1,9,1
"901","201001CP00109",1,1,3,2,6,3,9,9,0,0,-1,0,1
"902","201001CP00110",2,1,1,1,6,3,0,0,0,0,-1,1,1
"903","201001CP00111",1,1,3,1,8,2,6,9,0,0,-1,0,1
"904","201001CP00112",2,1,1,1,7,3,0,0,0,0,-1,3,1
"905","201001CP00113",1,1,3,1,7,3,1,3,0,0,-1,0,1
"906","201001CP00114",2,1,1,2,6,3,0,0,0,0,-1,1,1
"907","201001CP00115",2,1,1,1,7,3,0,0,0,0,-1,1,1
"908","201001CP00117",1,1,1,1,6,3,0,0,0,0,-1,2,1
"909","201001CP00118",1,1,2,2,1,3,0,0,0,4,-1,11,1
"910","201001CP00119",1,1,3,1,7,3,5,1,0,0,-1,0,1
"911","201001CP00120",1,1,1,1,6,3,0,0,0,0,-1,1,1
"912","201001CP00121",2,1,1,1,8,3,0,0,0,0,-1,1,1
"913","201001CP00122",1,1,3,2,6,3,5,1,0,0,-1,0,1
"914","201001CP00123",1,1,1,1,5,3,0,0,0,0,-1,1,1
"915","201001CP00124",1,1,3,1,3,3,5,3,0,0,-1,0,1
"916","201001CP00125",1,1,1,2,6,3,0,0,0,0,-1,1,1
"917","201001CP00126",1,1,1,1,6,2,0,0,0,0,-1,9,1
"918","201001CP00126",1,2,2,1,6,3,0,0,1,0,-1,9,1
"919","201001CP00127",1,1,3,1,6,3,9,9,0,0,-1,0,1
"920","201001CP00128",1,1,1,1,6,3,0,0,0,0,-1,1,1
"921","201001CP00129",1,1,1,2,6,2,0,0,0,0,-1,1,1
"923","201001CP00131",1,1,3,1,8,3,4,4,0,0,-1,0,1
"924","201001CP00131",1,2,1,1,5,3,0,0,0,0,-1,1,1
"925","201001CP00132",2,1,1,1,7,3,0,0,0,0,-1,1,1
"926","201001CP00133",1,1,1,1,6,3,0,0,0,0,-1,9,1
"927","201001CP00134",1,1,3,1,8,3,4,2,0,0,-1,0,1
"928","201001CP00136",2,1,2,1,8,3,0,0,0,4,-1,11,1
"929","201001CP00137",1,1,1,1,6,3,0,0,0,0,-1,1,1
"930","201001CP00138",1,1,3,2,5,3,4,2,0,0,-1,0,1
"931","201001CP00139",2,1,1,2,5,3,0,0,0,0,-1,1,1
"932","201001CP00140",1,1,1,1,7,3,0,0,0,0,-1,1,1
"933","201001CP00141",1,1,3,1,7,3,9,5,0,0,-1,0,1
"934","201001CP00142",2,1,1,1,7,3,0,0,0,0,-1,20,1
"935","201001CP00143",1,1,3,1,-1,3,10,1,0,0,-1,0,-1
"936","201001CP00144",1,1,1,1,8,3,0,0,0,0,-1,1,1
"937","201001CP00145",1,1,1,1,6,3,0,0,0,0,-1,5,1
"938","201001CP00146",1,1,1,1,7,3,0,0,0,0,-1,8,1
"939","201001CP00147",2,1,1,1,6,3,0,0,0,0,-1,1,-1
"940","201001CP00148",1,1,1,1,6,3,0,0,0,0,-1,1,1
"941","201001CP00148",1,2,3,2,6,3,5,2,0,0,-1,0,1
"942","201001CP00149",1,1,3,1,9,2,4,3,0,0,-1,0,1
"943","201001CP00150",2,1,1,2,6,2,0,0,0,0,-1,1,1
"944","201001CP00152",1,1,2,1,5,3,0,0,0,0,-1,19,1
"945","201001CP00153",2,1,1,1,6,3,0,0,0,0,-1,1,1
"946","201001CP00154",1,1,1,1,5,3,0,0,0,0,-1,1,1
"947","201001CP00155",1,1,1,2,6,2,0,0,0,0,-1,1,2
"948","201001CP00156",1,1,1,1,7,3,0,0,0,0,-1,3,1
"949","201001CP00157",2,1,1,1,6,3,0,0,0,0,-1,1,1
"950","201001CP00158",2,1,1,1,7,3,0,0,0,0,-1,9,1
"951","201001CP00159",2,1,1,1,6,3,0,0,0,0,-1,4,1
"952","201001CP00160",1,1,3,2,5,3,6,9,0,0,-1,0,1
"953","201001CP00161",1,1,2,2,11,3,0,0,0,3,-1,11,1
"956","201001CP00163",2,1,1,2,6,3,0,0,0,0,-1,1,1
"957","201001CP00164",1,1,3,1,-1,3,9,9,0,0,-1,0,-1
"958","201001CP00165",1,1,1,2,7,3,0,0,0,0,-1,9,1
"959","201001CP00166",2,1,1,2,7,3,0,0,0,0,-1,1,1
"960","201001CP00167",2,1,1,2,6,3,0,0,0,0,-1,1,1
"961","201001CP00168",1,1,1,1,8,3,0,0,0,0,-1,1,1
"962","201001CP00169",1,1,3,2,5,3,5,1,0,0,-1,0,1
"963","201001CP00170",1,1,1,1,6,3,0,0,0,0,-1,1,1
"964","201001CP00171",1,1,3,2,6,3,1,1,0,0,-1,0,1
"965","201001CP00172",1,1,1,1,6,3,0,0,0,0,-1,1,1
"966","201001CP00173",1,1,1,1,8,3,0,0,0,0,-1,1,1
"967","201001CP00174",2,1,1,1,8,3,0,0,0,0,-1,4,1
"968","201001CP00175",1,1,2,2,9,3,0,0,0,3,-1,11,-1
"969","201001CP00176",2,1,1,1,8,3,0,0,0,0,-1,1,1
"970","201001CP00177",2,1,1,1,5,3,0,0,0,0,-1,1,1
"973","201001CP00180",1,1,3,1,7,3,6,9,0,0,-1,0,1
"974","201001CP00181",1,1,1,1,8,3,0,0,0,0,-1,4,1
"975","201001CP00182",1,1,3,1,6,3,5,3,0,0,-1,0,1
"976","201001CP00183",1,1,2,1,6,3,0,0,0,3,-1,11,1
"977","201001CP00183",1,2,2,2,-1,3,0,0,0,3,-1,11,1
"978","201001CP00184",1,1,1,1,9,2,0,0,0,0,-1,5,1
"979","201001CP00185",1,1,2,2,11,3,0,0,0,3,-1,11,1
"980","201001CP00186",1,1,3,2,5,3,6,9,0,0,-1,0,-1
"981","201001CP00187",2,1,1,2,6,3,0,0,0,0,-1,1,1
"982","201001CP00188",1,1,3,1,5,2,5,2,0,0,-1,0,1
"983","201001CP00189",1,1,1,1,6,3,0,0,0,0,-1,1,1
"984","201001CP00190",1,1,1,1,6,3,0,0,0,0,-1,1,1
"985","201001CP00191",1,1,2,1,7,3,0,0,0,0,-1,19,1
"986","201001CP00192",1,1,1,1,6,3,0,0,0,0,-1,9,1
"987","201001CP00193",1,1,1,1,9,2,0,0,0,0,-1,4,1
"988","201001CP00193",2,2,1,1,5,3,0,0,0,0,-1,1,1
"990","201001CP00195",1,1,1,1,6,3,0,0,0,0,-1,5,1
"991","201001CP00195",1,2,2,2,6,3,0,0,0,0,-1,5,1
"992","201001CP00196",1,1,3,1,6,3,4,1,0,0,-1,0,1
"993","201001CP00197",1,1,3,1,6,3,5,2,0,0,-1,0,1
"994","201001CP00198",1,1,1,1,5,3,0,0,0,0,-1,1,1
"995","201001CP00199",1,1,3,1,8,2,4,4,0,0,-1,0,1
"996","201001CP00200",2,1,1,1,6,3,0,0,0,0,-1,1,1
"997","201001CP00201",2,1,1,2,6,2,0,0,0,0,-1,1,1
"998","201001CP00202",1,1,3,1,-1,3,4,4,0,0,-1,0,-1
"999","201001CP00203",1,1,1,1,5,3,0,0,0,0,-1,11,1
"1000","201001CP00204",1,1,2,2,8,3,0,0,0,4,-1,11,1
"1001","201001CP00204",1,2,2,1,10,3,0,0,0,4,-1,11,1
"1002","201001CP00205",2,1,1,1,7,3,0,0,0,0,-1,3,1
"1003","201001CP00205",2,2,3,1,6,3,5,2,0,0,-1,0,1
"1004","201001CP00207",1,1,3,2,5,3,4,2,0,0,-1,0,1
"1005","201001CP00208",2,1,1,1,6,3,0,0,0,0,-1,1,1
"1006","201001CP00209",1,1,1,1,9,3,0,0,0,0,-1,9,1
"1007","201001CP00210",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1008","201001CP00210",1,2,3,2,6,2,1,1,0,0,-1,0,1
"1009","201001CP00211",1,1,3,2,9,3,5,2,0,0,-1,0,1
"1010","201001CP00212",2,1,1,1,6,3,0,0,0,0,-1,1,1
"1011","201001CP00213",1,1,3,2,5,3,5,3,0,0,-1,0,1
"1012","201001CP00214",1,1,3,1,9,3,4,1,0,0,-1,0,-1
"1013","201001CP00215",2,1,2,2,7,3,0,0,0,4,-1,11,1
"1014","201001CP00216",1,1,1,2,6,3,0,0,0,0,-1,1,1
"1015","201001CP00217",1,1,3,2,8,3,5,1,0,0,-1,0,1
"1016","201001CP00218",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1017","201001CP00219",1,1,1,1,7,3,0,0,0,0,-1,1,1
"1018","201001CP00220",1,1,3,2,7,3,5,2,0,0,-1,0,1
"1019","201001CP00221",1,1,1,1,8,3,0,0,0,0,-1,3,-1
"1020","201001CP00221",1,2,3,2,6,3,4,4,0,0,-1,0,1
"1022","201001CP00223",2,1,1,1,6,3,0,0,0,0,-1,4,1
"1023","201001CP00224",1,1,1,1,8,3,0,0,0,0,-1,1,1
"1024","201001CP00225",2,1,1,1,6,3,0,0,0,0,-1,2,1
"1025","201001CP00226",1,1,1,2,6,2,0,0,0,0,-1,1,1
"1026","201001CP00227",2,1,1,2,6,3,0,0,0,0,-1,1,1
"1027","201001CP00228",2,1,1,1,6,3,0,0,0,0,-1,1,1
"1029","201001CP00230",1,1,2,2,8,3,0,0,2,0,-1,8,-1
"1030","201001CP00232",1,1,1,1,4,3,0,0,0,0,-1,1,1
"1031","201001CP00233",2,1,1,1,6,3,0,0,0,0,-1,3,1
"1032","201001CP00234",1,1,1,1,7,2,0,0,0,0,-1,1,3
"1033","201001CP00235",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1034","201001CP00237",2,1,1,1,8,3,0,0,0,0,-1,1,1
"1035","201001CP00238",1,1,1,2,6,3,0,0,0,0,-1,1,1
"1036","201001CP00239",1,1,2,1,11,3,0,0,2,0,-1,8,1
"1037","201001CP00240",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1038","201001CP00241",1,1,1,1,7,3,0,0,0,0,-1,1,1
"1039","201001CP00242",1,1,3,1,6,2,4,9,0,0,-1,0,1
"1040","201001CP00243",1,1,3,1,7,3,6,9,0,0,-1,0,1
"1041","201001CP00244",1,1,1,1,7,3,0,0,0,0,-1,3,1
"1042","201001CP00245",1,1,3,2,6,3,4,3,0,0,-1,0,-1
"1043","201001CP00246",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1044","201001CP00247",1,1,1,1,7,3,0,0,0,0,-1,8,1
"1045","201001CP00248",1,1,3,1,4,3,9,9,0,0,-1,0,1
"1046","201001CP00249",1,1,1,1,7,3,0,0,0,0,-1,5,1
"1047","201001CP00251",1,1,1,1,7,3,0,0,0,0,-1,9,-1
"1048","201001CP00253",1,1,3,2,5,3,4,4,0,0,-1,0,-1
"1049","201001CP00253",1,2,3,2,6,3,4,4,0,0,-1,0,-1
"1050","201001CP00254",1,1,1,1,5,3,0,0,0,0,-1,1,1
"1051","201001CP00255",1,1,1,1,7,3,0,0,0,0,-1,1,1
"1052","201001CP00256",1,1,3,2,5,3,5,2,0,0,-1,0,-1
"1053","201001CP00257",1,1,3,1,6,2,10,9,0,0,-1,0,1
"1054","201001CP00258",1,1,3,1,4,3,4,1,0,0,-1,0,1
"1055","201001CP00259",1,1,2,2,11,3,0,0,0,3,-1,11,1
"1056","201001CP00260",2,1,1,1,6,2,0,0,0,0,-1,1,1
"1057","201001CP00261",1,1,1,1,9,3,0,0,0,0,-1,9,1
"1063","201001CP00264",2,1,1,2,5,2,0,0,0,0,-1,1,1
"1064","201001CP00265",1,1,2,2,9,3,0,0,0,4,-1,11,1
"1065","201001CP00266",2,1,1,1,7,3,0,0,0,0,-1,1,1
"1066","201001CP00267",1,1,1,1,7,3,0,0,0,0,-1,5,1
"1067","201001CP00268",1,1,3,2,6,3,1,1,0,0,-1,0,1
"1068","201001CP00269",2,1,1,1,7,3,0,0,0,0,-1,1,-1
"1069","201001CP00270",2,1,1,1,6,3,0,0,0,0,-1,1,-1
"1070","201001CP00272",1,1,1,1,7,3,0,0,0,0,-1,3,1
"1071","201001CP00273",1,1,3,2,9,3,1,4,0,0,-1,0,1
"1073","201001CP00277",1,1,3,2,8,3,6,9,0,0,-1,0,1
"1074","201001CP00278",1,1,1,2,7,3,0,0,0,0,-1,1,-1
"1075","201001CP00279",1,1,3,1,5,2,5,1,0,0,-1,0,1
"1076","201001CP00280",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1077","201001CP00281",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1078","201001CP00282",1,1,3,1,5,3,1,3,0,0,-1,0,1
"1079","201001CP00283",1,2,3,1,6,3,4,1,0,0,-1,0,1
"1080","201001CP00283",2,1,1,1,7,3,0,0,0,0,-1,9,1
"1081","201001CP00284",1,1,3,1,8,3,3,3,0,0,-1,0,1
"1082","201001CP00285",2,1,1,1,6,3,0,0,0,0,-1,1,1
"1083","201001CP00286",1,1,1,1,8,3,0,0,0,0,-1,1,1
"1084","201001CP00287",2,1,1,1,8,3,0,0,0,0,-1,8,1
"1085","201001CP00288",1,1,1,1,6,3,0,0,0,0,-1,5,1
"1086","201001CP00289",2,1,1,1,8,3,0,0,0,0,-1,5,1
"1087","201001CP00290",2,1,1,1,8,3,0,0,0,0,-1,90,1
"1088","201001CP00291",3,1,1,1,6,3,0,0,0,0,-1,3,1
"1089","201001CP00292",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1090","201001CP00294",1,1,3,1,4,3,5,9,0,0,-1,0,1
"1091","201001CP00295",1,1,1,1,6,2,0,0,0,0,-1,1,1
"1092","201001CP00296",1,1,1,1,5,3,0,0,0,0,-1,1,1
"1093","201001CP00296",1,2,3,2,6,3,4,2,0,0,-1,0,1
"1094","201001CP00299",1,1,1,1,7,3,0,0,0,0,-1,1,1
"1095","201001CP00300",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1096","201001CP00301",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1097","201001CP00302",1,1,3,2,5,3,1,1,0,0,-1,0,1
"1098","201001CP00303",1,1,1,1,7,3,0,0,0,0,-1,8,1
"1099","201001CP00304",1,1,1,2,6,3,0,0,0,0,-1,1,1
"1100","201001CP00305",2,1,1,1,7,3,0,0,0,0,-1,1,1
"1101","201001CP00306",2,1,1,1,7,3,0,0,0,0,-1,1,1
"1102","201001CP00307",2,1,1,1,5,3,0,0,0,0,-1,1,1
"1103","201001CP00308",1,1,3,2,7,3,5,3,0,0,-1,0,1
"1104","201001CP00309",1,1,2,1,-1,3,0,0,2,0,-1,8,1
"1105","201001CP00310",2,1,1,1,7,3,0,0,0,0,-1,3,1
"1106","201001CP00311",1,1,3,1,10,2,5,1,0,0,-1,0,1
"1107","201001CP00312",1,1,3,2,5,2,5,1,0,0,-1,0,-1
"1108","201001CP00313",1,1,3,2,-1,3,4,1,0,0,-1,0,1
"1109","201001CP00314",1,1,1,2,6,3,0,0,0,0,-1,9,1
"1110","201001CP00314",2,2,1,1,6,3,0,0,0,0,-1,9,1
"1111","201001CP00315",2,1,2,2,6,3,0,0,2,0,-1,8,1
"1112","201001CP00316",1,1,1,1,7,3,0,0,0,0,-1,1,1
"1113","201001CP00317",1,1,3,2,6,3,1,1,0,0,-1,0,1
"1114","201001CP00317",1,2,1,1,6,3,0,0,0,0,-1,2,1
"1115","201001CP00318",2,1,1,1,7,3,0,0,0,0,-1,3,1
"1116","201001CP00319",2,1,1,1,5,3,0,0,0,0,-1,1,1
"1117","201001CP00320",1,1,1,1,7,3,0,0,0,0,-1,3,1
"1118","201001CP00321",1,1,1,2,9,3,0,0,0,0,-1,9,1
"1119","201001CP00322",1,1,3,1,10,3,5,3,0,0,-1,0,1
"1120","201001CP00322",1,2,3,2,7,2,5,3,0,0,-1,0,1
"1121","201001CP00323",1,1,1,1,6,3,0,0,0,0,-1,3,1
"1122","201001CP00323",2,2,1,1,6,3,0,0,0,0,-1,1,1
"1123","201001CP00324",1,1,3,1,10,3,9,9,0,0,-1,0,1
"1124","201001CP00325",2,1,1,1,-1,3,0,0,0,0,-1,3,-1
"1125","201001CP00325",2,2,3,1,5,3,5,2,0,0,-1,0,1
"1126","201001CP00326",1,1,1,2,6,3,0,0,0,0,-1,9,1
"1127","201001CP00326",1,2,2,1,5,3,0,0,2,0,-1,9,1
"1128","201001CP00327",2,1,1,1,7,3,0,0,0,0,-1,1,1
"1129","201001CP00328",1,1,3,2,6,3,9,9,0,0,-1,0,1
"1130","201001CP00329",1,1,2,1,5,3,0,0,2,0,-1,8,1
"1131","201001CP00330",2,1,1,2,8,3,0,0,0,0,-1,1,1
"1134","201001CP00333",2,1,1,1,6,2,0,0,0,0,-1,1,1
"1135","201001CP00334",2,1,1,1,7,3,0,0,0,0,-1,1,1
"1136","201001CP00335",2,1,1,1,6,3,0,0,0,0,-1,3,1
"1137","201001CP00336",2,1,1,2,6,3,0,0,0,0,-1,1,1
"1138","201001CP00337",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1139","201001CP00338",1,1,1,1,6,3,0,0,0,0,-1,1,1
"1141","201001CP00340",2,1,1,1,8,3,0,0,0,0,-1,3,1
"1142","201001CP00341",1,1,3,1,6,3,5,3,0,0,-1,0,1
"1143","201001CP00342",1,1,3,1,8,1,6,9,0,0,-1,0,1
"1144","201001CP00343",1,1,1,1,8,3,0,0,0,0,-1,5,1
"1145","201001CP00343",1,2,3,2,8,3,7,9,0,0,-1,0,3
"1146","201001CP00344",1,1,1,1,8,2,0,0,0,0,-1,1,1
"1147","201001CP00346",1,1,1,2,7,3,0,0,0,0,-1,9,1
"1148","201001CP00347",1,1,3,2,5,3,1,1,0,0,-1,0,1
"1149","201001CP00348",1,1,3,2,7,3,5,1,0,0,-1,0,1
"1150","201001CP00349",1,1,3,1,9,2,5,1,0,0,-1,0,1
"1151","201001CP00350",1,1,1,1,8,2,0,0,0,0,-1,1,1
"1152","201001CP00351",2,1,1,1,6,3,0,0,0,0,-1,1,-1
"1153","201001CP00352",2,1,1,1,8,3,0,0,0,0,-1,3,1
"1154","201001CP00353",1,1,1,1,9,3,0,0,0,0,-1,9,1
"1155","201001CP00354",2,1,1,1,5,3,0,0,0,0,-1,1,1
"1156","201001CP00355",2,1,1,1,5,2,0,0,0,0,-1,1,3
"1157","201001CP00356",2,1,1,1,5,3,0,0,0,0,-1,9,1
"1158","201001CP00357",2,1,1,1,5,3,0,0,0,0,-1,3,1
"1159","201001CP00359",1,1,1,1,8,3,0,0,0,0,-1,8,1
"1160","201001CP00360",2,1,1,1,7,3,0,0,0,0,-1,9,1
"1161","201001CP00361",2,1,1,1,9,3,0,0,0,0,-1,1,1
"1162","201001CP00362",1,1,3,2,7,3,9,9,0,0,-1,0,1
"1163","201001CP00363",1,1,3,1,5,3,9,9,0,0,-1,0,1
