"","Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location.Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","X1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_.CC.","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type"
"1457","201001CP00163",1,9,0,7,0,8,0,0,0,0,4,1,15,2,10,2316,1,13,2,1
"1458","201001CP00163",2,1,0,15,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,4,1
"1459","201001CP00164",1,8,0,5,0,8,0,0,0,0,4,1,1,1,7,1796,1,7,1,1
"1460","201001CP00165",1,9,0,3,0,0,0,0,0,0,2,1,15,2,7,1968,2,1,1,1
"1461","201001CP00165",2,8,0,3,0,0,0,0,0,0,2,1,15,1,-1,2402,2,5,10,1
"1462","201001CP00165",3,8,0,18,0,0,0,0,0,0,1,1,15,1,-1,2402,2,7,10,1
"1463","201001CP00166",1,9,0,5,0,0,0,0,0,0,3,1,1,1,8,2435,2,6,10,1
"1464","201001CP00166",2,1,0,14,0,0,0,0,0,0,4,1,15,2,7,-1,-1,-1,4,1
"1465","201001CP00167",1,9,0,9,0,8,0,0,0,0,3,1,15,1,8,-1,-1,-1,5,2
"1466","201001CP00167",2,1,0,18,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,4,1
"1467","201001CP00168",1,1,0,18,0,0,0,0,0,0,3,1,15,1,8,-1,-1,-1,10,1
"1468","201001CP00168",2,9,0,13,0,0,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1
"1469","201001CP00169",1,20,0,7,0,2,0,0,0,0,1,1,1,1,7,-1,-1,-1,-1,-1
"1470","201001CP00170",1,1,0,4,0,1,0,0,0,0,3,1,2,1,6,-1,-1,-1,3,1
"1471","201001CP00170",2,19,0,13,0,1,0,0,0,0,4,1,15,3,-1,2500,2,3,-1,-1
"1472","201001CP00171",1,9,0,7,0,2,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
"1473","201001CP00172",1,1,0,14,0,0,0,0,0,0,1,1,15,1,6,-1,-1,-1,3,1
"1474","201001CP00172",2,9,0,2,0,0,0,0,0,0,3,1,15,1,-1,1896,2,3,3,1
"1475","201001CP00173",1,1,0,18,0,8,0,0,0,0,2,1,15,1,8,-1,-1,-1,6,1
"1476","201001CP00173",2,8,0,11,0,8,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
"1477","201001CP00174",1,9,0,11,0,0,0,0,0,0,4,1,1,1,8,3506,1,12,4,1
"1478","201001CP00174",2,4,0,18,0,0,0,0,0,0,3,1,15,1,8,400,1,2,4,1
"1479","201001CP00175",1,11,0,5,0,1,0,0,0,0,0,1,1,1,7,7300,2,7,3,1
"1480","201001CP00176",1,9,0,18,0,8,0,0,0,0,3,1,2,1,8,1596,1,3,-1,-1
"1481","201001CP00176",2,1,0,9,0,8,0,0,0,0,1,1,1,1,8,-1,-1,-1,3,1
"1482","201001CP00177",1,19,0,7,0,8,0,0,0,0,4,1,1,1,8,2799,2,9,8,3
"1483","201001CP00177",2,1,0,7,0,8,0,0,0,0,3,1,2,1,5,-1,-1,-1,3,1
"1487","201001CP00180",1,11,0,18,0,1,0,0,0,0,4,1,1,3,-1,7300,2,9,-1,-1
"1488","201001CP00181",1,4,0,18,0,1,0,0,0,0,1,1,15,1,8,450,1,35,3,1
"1489","201001CP00181",2,20,0,9,0,1,0,0,0,0,3,1,1,1,7,4461,2,1,-1,-1
"1490","201001CP00182",1,11,0,4,0,0,0,0,0,0,4,1,1,1,6,6370,2,6,2,1
"1491","201001CP00183",1,11,0,18,0,8,0,0,0,0,0,1,1,1,-1,6692,2,1,1,1
"1492","201001CP00184",1,5,0,18,0,8,0,0,0,0,1,1,15,1,9,1284,1,4,9,1
"1493","201001CP00184",2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,1951,2,7,3,1
"1494","201001CP00185",1,11,0,4,0,1,0,0,0,0,0,1,1,1,8,-1,2,11,2,1
"1495","201001CP00186",1,11,0,4,0,2,0,0,0,0,4,1,1,1,6,8268,2,9,1,1
"1496","201001CP00187",1,8,0,18,0,8,0,0,0,0,4,1,1,1,10,2496,2,10,6,1
"1497","201001CP00187",2,1,0,18,0,8,0,0,0,0,3,1,15,2,6,-1,-1,-1,3,1
"1498","201001CP00188",1,19,0,14,0,0,1,0,0,0,1,1,15,1,7,2464,2,2,2,1
"1499","201001CP00189",1,1,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,5,1
"1500","201001CP00189",2,20,0,7,0,1,0,0,0,0,4,1,15,1,-1,10518,2,1,7,1
"1501","201001CP00190",1,1,0,18,4,0,0,0,0,0,1,1,15,1,6,-1,-1,-1,9,1
"1502","201001CP00190",2,11,0,13,0,0,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
"1503","201001CP00191",1,19,0,3,0,1,0,0,0,0,2,1,1,1,7,1896,2,1,10,2
"1504","201001CP00191",2,19,0,5,0,1,0,0,0,0,1,1,1,1,6,-1,-1,-1,5,1
"1505","201001CP00192",1,9,0,18,0,0,0,0,0,0,2,1,2,1,6,1598,1,11,2,1
"1506","201001CP00192",2,8,0,11,0,0,0,0,0,0,1,1,15,1,-1,2664,2,11,7,1
"1507","201001CP00193",1,4,0,9,0,8,0,0,0,0,4,1,2,1,9,278,1,2,7,1
"1508","201001CP00193",2,1,0,18,0,8,0,0,0,0,1,1,2,1,5,-1,-1,-1,5,1
"1510","201001CP00195",1,5,0,9,0,8,0,0,0,0,3,1,15,1,6,487,1,8,4,1
"1511","201001CP00195",2,9,0,18,0,8,0,0,0,0,4,1,15,1,8,1998,2,4,3,1
"1512","201001CP00196",1,9,0,18,0,0,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
"1513","201001CP00197",1,4,0,15,0,1,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
"1514","201001CP00198",1,1,0,14,0,0,0,0,0,0,2,1,15,1,5,-1,-1,-1,3,1
"1515","201001CP00198",2,8,0,18,0,0,0,0,0,0,1,1,1,1,-1,2499,2,3,-1,-1
"1516","201001CP00199",1,5,0,14,0,2,0,0,0,0,1,1,15,1,6,636,1,5,8,3
"1517","201001CP00200",1,9,0,7,0,8,0,0,0,0,4,1,15,1,8,1896,2,7,3,1
"1518","201001CP00200",2,1,0,18,0,8,0,0,0,0,3,1,15,1,6,-1,-1,-1,2,1
"1519","201001CP00201",1,9,0,2,0,2,0,0,0,0,3,1,15,1,7,1360,1,6,2,1
"1520","201001CP00201",2,1,0,14,0,2,0,0,0,0,1,1,15,2,6,-1,-1,-1,3,1
"1521","201001CP00202",1,9,0,18,0,2,0,0,0,0,1,1,15,1,8,1997,2,1,3,1
"1522","201001CP00203",1,11,0,18,0,1,0,0,0,0,1,1,1,1,5,6700,2,2,3,1
"1523","201001CP00203",2,9,0,18,0,2,0,0,0,0,1,1,15,2,7,2995,1,5,7,1
"1524","201001CP00204",1,11,0,18,0,1,0,0,0,0,0,1,1,1,8,8268,2,9,1,1
"1525","201001CP00204",2,9,0,11,0,1,0,0,0,0,0,1,15,3,-1,5998,1,6,-1,-1
"1526","201001CP00205",1,11,0,3,0,1,0,0,0,0,2,1,1,1,6,6370,2,1,4,1
"1527","201001CP00205",2,3,0,18,0,1,1,0,0,0,1,1,15,1,7,-1,-1,-1,2,1
"1528","201001CP00207",1,3,0,14,0,2,0,0,0,0,1,1,15,1,6,-1,-1,-1,3,1
"1529","201001CP00208",1,8,0,18,0,1,0,0,0,0,2,1,1,1,8,2664,2,13,2,1
"1530","201001CP00208",2,1,0,15,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,10,1
"1531","201001CP00209",1,9,0,7,0,8,0,10,1,10,4,1,15,1,9,-1,-1,-1,1,1
"1532","201001CP00210",1,1,0,18,0,8,0,0,0,0,1,1,1,1,6,-1,-1,-1,1,1
"1533","201001CP00211",1,19,0,18,0,0,0,0,0,0,4,1,1,2,8,-1,-1,-1,3,1
"1534","201001CP00212",1,19,0,7,0,8,0,0,0,0,4,1,15,1,6,1998,2,5,2,1
"1535","201001CP00212",2,1,0,15,0,8,0,0,0,0,3,1,2,1,6,-1,-1,-1,7,1
"1536","201001CP00213",1,19,0,9,0,2,0,0,0,0,3,1,1,1,8,2148,2,4,3,1
"1537","201001CP00214",1,5,0,18,0,3,0,0,0,0,1,1,1,1,7,1050,1,4,2,1
"1538","201001CP00215",1,5,0,4,0,1,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
"1539","201001CP00215",2,11,0,18,0,1,0,0,0,0,0,1,1,1,6,-1,-1,-1,3,1
"1540","201001CP00216",1,1,0,18,0,0,0,0,0,0,3,1,15,2,6,-1,-1,-1,4,1
"1541","201001CP00216",2,9,0,13,0,0,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
"1542","201001CP00217",1,8,0,18,0,2,0,2,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
"1543","201001CP00218",1,1,0,18,0,2,0,0,0,0,1,1,15,1,6,-1,-1,-1,1,1
"1544","201001CP00219",1,1,0,17,0,8,0,0,0,0,4,1,15,1,7,-1,-1,-1,2,1
"1545","201001CP00220",1,3,0,15,0,8,0,0,0,0,1,1,15,1,6,124,1,-1,2,1
"1546","201001CP00221",1,3,0,15,4,1,0,0,0,0,1,1,15,1,8,125,1,4,-1,-1
"1549","201001CP00223",1,9,0,5,0,0,0,0,0,0,3,1,15,2,9,1596,1,7,9,1
"1550","201001CP00223",2,4,0,18,0,0,0,0,0,0,4,1,15,1,6,278,1,-1,3,1
"1551","201001CP00224",1,1,0,18,0,8,0,0,0,0,1,1,15,1,8,-1,-1,-1,1,1
"1552","201001CP00224",2,9,0,9,0,8,0,0,0,0,4,1,15,2,6,1242,1,4,2,2
"1553","201001CP00225",1,9,0,9,0,8,0,0,0,0,3,1,15,1,6,4163,1,3,7,1
"1554","201001CP00225",2,2,0,14,0,8,0,0,0,0,1,1,15,1,6,124,1,-1,2,1
"1555","201001CP00226",1,1,0,18,0,8,0,0,0,0,3,1,2,2,6,-1,-1,-1,1,1
"1556","201001CP00226",2,9,0,18,0,8,0,0,0,0,4,1,1,1,8,2398,1,11,7,1
"1557","201001CP00227",1,8,0,3,0,1,0,0,0,0,4,1,1,2,7,2499,2,2,7,1
"1558","201001CP00227",2,1,0,18,0,1,0,8,0,0,1,1,15,2,6,-1,-1,-1,9,1
"1559","201001CP00228",1,3,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,2,1
"1560","201001CP00228",2,1,0,14,0,1,0,0,0,0,4,1,15,1,6,-1,-1,-1,4,1
"1563","201001CP00230",1,8,0,18,0,0,0,0,0,0,0,1,1,1,8,2402,2,6,8,1
"1564","201001CP00230",2,9,0,4,0,0,0,0,0,0,0,1,15,1,8,3956,1,11,7,1
"1565","201001CP00232",1,1,0,13,0,0,0,0,0,0,1,1,15,1,4,-1,-1,-1,3,1
"1566","201001CP00232",2,11,0,18,0,0,0,0,0,0,1,1,1,1,8,7300,2,6,2,1
"1567","201001CP00232",3,11,0,18,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
"1568","201001CP00233",1,19,0,9,0,8,0,0,0,0,0,1,15,1,8,2402,2,3,3,1
"1569","201001CP00233",2,3,0,18,0,8,0,0,0,0,3,1,15,1,6,125,1,1,3,1
"1570","201001CP00234",1,1,0,18,0,1,0,0,0,0,4,1,15,1,7,-1,-1,-1,6,3
"1571","201001CP00235",1,1,0,16,0,8,0,0,0,0,3,1,15,1,6,-1,-1,-1,5,1
"1572","201001CP00235",2,11,0,18,0,8,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
"1573","201001CP00237",1,9,0,9,0,0,0,0,0,0,4,1,1,1,8,-1,-1,-1,2,1
"1574","201001CP00237",2,1,0,18,0,0,0,0,0,0,1,1,15,1,8,-1,-1,-1,6,1
"1575","201001CP00238",1,1,0,18,4,0,0,10,0,0,1,1,1,2,6,-1,-1,-1,3,1
"1576","201001CP00239",1,8,0,18,0,8,0,0,0,0,0,1,1,1,9,2402,2,4,10,1
"1577","201001CP00240",1,1,0,7,0,6,0,0,0,0,0,1,2,1,6,-1,-1,-1,2,1
"1578","201001CP00241",1,1,0,18,0,1,0,0,0,0,0,1,15,1,7,-1,-1,-1,2,1
"1579","201001CP00242",1,11,0,18,0,0,0,0,0,0,1,1,1,1,8,12000,2,1,6,1
"1580","201001CP00243",1,20,0,18,0,8,0,0,0,0,4,1,1,3,-1,4461,2,2,-1,-1
"1581","201001CP00244",1,3,0,18,0,1,0,0,0,0,0,1,2,1,7,124,1,-1,3,1
"1582","201001CP00244",2,9,0,1,0,2,0,0,0,0,0,1,15,2,5,1360,1,5,1,1
"1583","201001CP00245",1,11,0,18,0,8,0,0,0,0,4,1,1,1,9,8268,2,9,9,1
"1584","201001CP00246",1,1,0,3,0,0,0,0,0,0,0,1,15,1,6,-1,-1,-1,8,1
"1585","201001CP00246",2,9,0,5,0,0,0,0,0,0,0,1,15,2,8,5000,1,1,4,1
"1586","201001CP00247",1,8,0,18,0,1,0,0,0,0,4,1,15,1,7,2000,2,1,3,1
"1587","201001CP00247",2,9,0,15,0,1,0,0,0,0,1,1,15,1,-1,1781,1,12,2,1
"1588","201001CP00248",1,11,0,4,0,8,0,0,0,0,2,1,15,3,-1,-1,-1,-1,-1,-1
"1589","201001CP00249",1,5,0,3,0,1,0,0,0,0,4,1,15,1,7,900,1,24,5,1
"1590","201001CP00249",2,9,0,4,0,1,0,0,0,0,3,1,15,1,10,1998,1,8,3,1
"1591","201001CP00251",1,9,0,3,0,0,0,0,0,0,2,1,15,1,7,1497,8,1,-1,-1
"1592","201001CP00251",2,9,0,18,0,0,0,0,0,0,1,1,15,1,6,2143,2,1,1,1
"1593","201001CP00253",1,3,0,18,0,2,0,0,0,0,1,1,15,1,6,124,1,1,9,1
"1594","201001CP00254",1,1,0,18,4,0,0,0,0,0,4,1,15,1,5,-1,-1,-1,8,1
"1595","201001CP00254",2,9,0,13,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
"1596","201001CP00255",1,1,0,18,0,1,0,0,0,0,4,1,15,1,7,-1,-1,-1,9,1
"1597","201001CP00255",2,11,0,5,0,1,0,0,0,0,3,1,1,3,-1,8268,2,6,-1,-1
"1598","201001CP00256",1,5,0,14,0,1,0,0,0,0,4,1,15,1,6,1063,1,7,6,1
"1599","201001CP00257",1,21,0,1,0,8,0,0,0,0,2,1,1,1,5,6870,2,2,3,1
"1600","201001CP00258",1,8,0,18,0,1,0,0,0,0,1,1,1,1,9,2664,2,13,4,1
"1601","201001CP00259",1,11,0,18,0,1,0,0,0,0,0,1,1,1,7,3900,2,5,3,1
"1602","201001CP00259",2,19,0,7,0,8,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
"1603","201001CP00260",1,8,0,3,0,0,0,0,0,0,4,1,1,1,9,2664,2,11,3,1
"1604","201001CP00260",2,1,0,18,0,0,0,8,0,0,1,1,15,1,6,-1,-1,-1,1,1
"1605","201001CP00261",1,9,0,5,0,6,0,0,7,10,1,1,1,1,9,2171,1,6,5,1
"1609","201001CP00264",1,21,0,7,0,5,0,0,0,0,4,1,1,1,6,6692,2,2,8,1
"1610","201001CP00264",2,1,0,18,0,8,0,0,0,0,3,1,15,2,5,-1,-1,-1,3,1
"1611","201001CP00265",1,11,0,4,0,1,0,0,0,0,0,1,1,1,9,6692,2,1,4,1
"1612","201001CP00266",1,8,0,9,4,5,0,0,0,0,4,1,1,1,6,2499,2,3,10,1
"1613","201001CP00266",2,1,0,18,4,1,0,0,0,0,1,1,15,1,7,-1,-1,-1,2,1
"1614","201001CP00267",1,5,0,7,0,8,0,0,0,0,0,1,2,1,7,599,1,5,6,1
"1615","201001CP00268",1,8,0,5,0,2,0,0,0,0,4,1,1,1,7,2499,2,2,7,1
"1616","201001CP00269",1,9,0,7,0,8,0,0,0,0,4,1,1,2,7,1497,8,3,3,1
"1617","201001CP00269",2,1,0,7,0,8,0,0,0,0,3,1,2,1,7,-1,-1,-1,-1,-1
"1618","201001CP00270",1,8,0,3,0,1,0,0,0,0,4,1,1,1,7,-1,-1,-1,6,1
"1619","201001CP00270",2,1,0,15,0,1,0,8,0,0,3,1,15,1,6,-1,-1,-1,-1,-1
"1620","201001CP00272",1,3,0,18,0,2,0,0,0,0,3,1,2,1,7,198,1,3,3,1
"1621","201001CP00272",2,9,0,11,0,2,0,0,0,0,4,1,2,1,8,1995,2,6,3,1
"1622","201001CP00273",1,5,0,18,4,2,0,0,0,0,1,1,2,1,7,998,1,-1,4,1
"1624","201001CP00277",1,1,0,18,9,0,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
"1625","201001CP00278",1,1,0,18,0,8,0,0,0,0,2,1,2,2,7,-1,-1,-1,-1,-1
"1626","201001CP00278",2,8,0,7,0,8,0,0,0,0,4,1,1,1,8,1997,2,5,2,1
"1627","201001CP00279",1,9,0,18,0,2,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
"1628","201001CP00280",1,1,0,18,0,8,0,0,0,0,4,1,2,1,6,-1,-1,-1,5,1
"1629","201001CP00280",2,9,0,7,0,6,0,0,0,0,1,1,15,1,5,1299,1,6,3,1
"1630","201001CP00281",1,1,0,18,0,2,0,0,0,0,3,1,15,1,6,-1,-1,-1,6,1
"1631","201001CP00281",2,9,0,18,0,2,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
"1632","201001CP00282",1,5,0,18,0,2,0,0,0,0,1,1,2,1,7,798,1,-1,3,1
"1633","201001CP00283",1,9,0,5,0,1,0,0,0,0,1,1,15,1,5,1896,2,9,2,1
"1634","201001CP00283",2,9,0,4,0,1,0,0,0,0,2,1,2,1,7,-1,-1,-1,1,1
"1635","201001CP00283",3,9,0,4,0,1,0,0,0,0,1,1,15,1,4,1388,1,4,6,1
"1636","201001CP00284",1,19,0,18,0,8,0,0,0,0,4,1,1,1,7,2198,2,3,7,1
"1637","201001CP00285",1,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,1995,2,2,-1,-1
"1638","201001CP00285",2,1,0,18,0,0,0,0,0,0,2,1,2,1,6,-1,-1,-1,3,1
"1639","201001CP00286",1,1,0,5,0,8,0,0,0,0,3,1,2,1,8,-1,-1,-1,4,1
"1640","201001CP00286",2,8,0,5,0,8,0,0,0,0,4,1,1,3,-1,2402,2,8,-1,-1
"1641","201001CP00287",1,8,0,9,0,8,0,0,0,0,3,1,1,1,7,1896,2,2,3,1
"1642","201001CP00287",2,8,0,18,0,8,0,0,0,0,3,1,1,1,8,2402,2,5,8,1
"1643","201001CP00288",1,5,0,18,0,0,1,0,0,0,0,1,15,1,6,998,1,2,2,1
"1644","201001CP00289",1,19,0,11,0,8,0,0,0,0,0,1,1,1,6,2151,2,7,3,1
"1645","201001CP00289",2,5,0,18,0,8,0,0,0,0,0,1,15,1,8,1300,1,2,8,1
"1646","201001CP00290",1,11,0,9,0,8,0,0,0,0,4,1,1,1,7,7300,2,4,5,1
"1647","201001CP00290",2,90,0,18,0,8,0,0,0,0,1,1,15,1,8,2499,2,13,2,1
"1648","201001CP00291",1,9,0,18,0,0,0,0,0,0,1,1,15,2,6,1595,1,10,3,1
"1649","201001CP00291",2,9,0,3,0,0,0,0,0,0,2,1,15,2,7,1995,1,7,8,1
"1650","201001CP00291",3,3,0,3,0,0,0,0,0,0,2,1,15,1,6,124,1,-1,7,1
"1651","201001CP00292",1,1,0,18,0,8,0,0,0,0,0,1,2,1,6,-1,-1,-1,9,1
"1652","201001CP00294",1,8,0,1,0,1,0,0,0,0,2,1,1,1,9,2148,2,2,3,1
"1653","201001CP00295",1,1,0,15,4,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,3,1
"1654","201001CP00295",2,9,0,9,0,5,0,0,0,0,4,1,15,1,7,2720,2,2,10,1
"1655","201001CP00296",1,1,0,18,0,1,0,0,0,0,1,1,1,1,5,-1,-1,-1,6,1
"1656","201001CP00299",1,1,0,18,0,2,0,0,0,0,3,1,2,1,7,-1,-1,-1,8,1
"1657","201001CP00299",2,5,0,13,0,2,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
"1658","201001CP00300",1,1,0,9,0,5,0,0,0,0,2,1,2,1,6,-1,-1,-1,2,1
"1659","201001CP00300",2,9,0,18,0,8,0,0,0,0,1,1,15,3,-1,1968,2,6,-1,-1
"1660","201001CP00301",1,1,0,9,0,8,0,0,0,0,4,1,2,1,6,-1,-1,-1,9,1
"1661","201001CP00301",2,9,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
"1662","201001CP00302",1,9,0,5,0,1,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
"1663","201001CP00303",1,8,0,18,0,2,0,0,0,0,2,1,15,1,7,-1,-1,-1,10,1
"1664","201001CP00303",2,9,0,18,0,2,0,0,0,0,1,1,15,2,7,1998,1,8,2,1
"1665","201001CP00304",1,1,0,3,0,8,0,0,0,0,2,1,15,2,6,-1,-1,-1,2,1
"1666","201001CP00304",2,19,0,18,0,8,0,0,0,0,1,1,15,1,6,2148,2,6,5,1
"1667","201001CP00305",1,19,0,9,0,8,0,0,0,0,0,1,1,1,7,2461,2,4,5,1
"1668","201001CP00305",2,1,0,18,4,8,0,0,0,0,3,1,15,1,7,-1,-1,-1,2,1
"1669","201001CP00306",1,8,0,6,0,1,0,0,0,0,3,1,1,1,6,2499,2,4,6,1
"1670","201001CP00306",2,1,0,14,0,1,0,0,0,0,1,1,15,1,7,-1,-1,-1,4,1
"1671","201001CP00307",1,8,0,7,0,6,0,0,0,0,4,1,15,1,7,2987,2,1,7,1
"1672","201001CP00307",2,1,0,18,0,1,0,0,0,0,1,1,15,1,5,-1,-1,-1,6,1
"1673","201001CP00308",1,9,0,18,0,0,0,0,0,0,1,1,1,1,8,-1,-1,-1,8,3
"1674","201001CP00309",1,8,0,3,0,1,0,0,0,0,2,1,1,1,9,2446,2,8,10,1
"1675","201001CP00309",2,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,3189,1,5,2,1
"1676","201001CP00310",1,8,0,6,0,0,0,0,0,0,2,1,1,1,8,2987,2,1,9,1
"1677","201001CP00310",2,3,0,18,0,0,0,0,0,0,1,1,1,1,7,125,1,-1,3,1
"1678","201001CP00311",1,8,0,16,0,1,0,0,0,0,1,1,1,1,9,2664,2,9,2,1
"1679","201001CP00312",1,19,0,18,0,1,0,0,0,0,1,1,1,1,5,2151,2,7,2,1
"1680","201001CP00313",1,19,0,18,0,0,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
"1681","201001CP00314",1,9,0,9,0,8,0,0,0,0,4,1,15,2,6,1596,1,9,4,1
"1682","201001CP00314",2,9,0,18,0,8,0,0,0,0,1,1,1,1,6,1997,2,1,4,1
"1683","201001CP00315",1,9,0,17,0,8,0,0,0,0,4,1,15,1,6,2987,2,3,1,1
"1684","201001CP00315",2,8,0,18,0,8,0,0,0,0,3,1,15,1,5,2499,2,-1,3,1
"1685","201001CP00316",1,1,0,14,0,1,0,0,0,0,4,1,15,1,7,-1,-1,-1,9,1
"1686","201001CP00316",2,9,0,3,0,1,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1
"1687","201001CP00317",1,2,0,18,0,8,0,0,0,0,1,1,1,1,6,599,1,2,4,1
"1688","201001CP00318",1,9,0,9,0,8,0,0,0,0,4,1,2,1,6,-1,3,4,4,1
"1689","201001CP00318",2,3,0,18,4,1,0,0,0,0,1,1,2,1,7,124,1,6,4,1
"1690","201001CP00319",1,9,0,6,0,1,0,0,0,0,3,1,1,1,7,1997,2,1,2,1
"1691","201001CP00319",2,1,0,18,0,1,0,0,0,0,1,1,2,1,5,-1,-1,-1,2,1
"1692","201001CP00320",1,3,0,9,0,8,0,0,0,0,3,1,15,1,7,125,1,5,3,1
"1693","201001CP00320",2,9,0,9,0,8,0,0,0,0,3,1,1,1,8,-1,-1,-1,5,1
"1694","201001CP00321",1,9,0,3,0,1,0,0,0,0,2,1,15,2,9,1597,1,12,3,1
"1695","201001CP00321",2,9,0,4,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,9,1
"1696","201001CP00322",1,9,0,9,0,8,0,0,0,0,4,1,2,1,8,2987,2,-1,6,1
"1697","201001CP00323",1,3,0,15,0,8,0,0,0,0,3,1,15,1,6,124,1,7,5,1
"1698","201001CP00323",2,1,0,5,0,8,0,0,0,0,4,1,15,1,6,-1,-1,-1,2,1
"1699","201001CP00324",1,11,0,18,0,8,0,0,0,0,0,1,1,1,8,-1,-1,-1,2,1
"1700","201001CP00325",1,9,0,3,0,8,0,0,0,0,4,1,15,1,4,-1,-1,-1,7,3
"1701","201001CP00325",2,3,0,18,0,8,0,0,0,0,1,1,15,1,-1,125,1,5,-1,-1
"1702","201001CP00325",3,9,0,3,0,8,0,0,0,0,2,1,15,1,6,3227,2,8,2,1
"1703","201001CP00326",1,9,0,18,0,0,0,10,1,2,1,1,15,2,6,1388,1,10,2,1
"1704","201001CP00327",1,11,0,18,0,1,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1
"1705","201001CP00327",2,1,0,18,0,2,0,0,0,0,3,1,15,1,7,-1,-1,-1,2,1
"1706","201001CP00328",1,9,0,18,0,1,0,0,0,0,4,1,15,3,-1,1968,1,3,-1,-1
"1707","201001CP00329",1,8,0,18,0,1,0,0,0,0,0,1,1,1,7,2402,2,4,4,1
"1708","201001CP00330",1,9,0,18,0,1,0,0,0,0,1,1,1,1,10,1896,2,5,3,1
"1709","201001CP00330",2,1,0,18,0,1,0,0,0,0,2,1,15,2,8,-1,-1,-1,3,1
"1713","201001CP00333",1,9,0,2,0,8,0,0,0,0,3,1,15,1,8,-1,-1,-1,2,1
"1714","201001CP00333",2,1,0,14,0,8,0,0,0,0,4,1,15,1,6,-1,-1,-1,2,1
"1715","201001CP00334",1,19,0,2,0,0,0,0,0,0,3,1,1,1,7,-1,-1,-1,7,3
"1716","201001CP00334",2,1,0,14,0,0,0,4,0,0,4,1,15,1,7,-1,-1,-1,4,1
"1717","201001CP00335",1,9,0,9,0,8,0,0,0,0,4,1,15,1,7,1248,2,4,4,1
"1718","201001CP00335",2,3,0,18,0,8,0,0,0,0,1,1,15,1,6,124,1,8,3,1
"1719","201001CP00336",1,19,0,7,0,8,0,0,0,0,1,1,15,1,9,4751,2,5,3,1
"1720","201001CP00336",2,1,0,18,0,8,0,0,0,0,4,1,15,2,6,-1,-1,-1,8,1
"1721","201001CP00337",1,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,3,1
"1722","201001CP00337",2,21,0,6,0,8,0,0,0,0,3,1,15,1,6,6174,2,5,3,1
"1723","201001CP00338",1,1,0,16,0,0,0,0,0,0,3,1,15,1,6,-1,-1,-1,3,1
"1724","201001CP00338",2,8,0,16,0,0,0,0,0,0,4,1,15,3,-1,2402,2,8,-1,-1
"1727","201001CP00340",1,9,0,7,0,8,0,0,0,0,0,1,15,1,5,2324,1,9,-1,-1
"1728","201001CP00340",2,3,0,5,0,8,0,10,0,0,1,1,15,1,8,198,1,5,3,1
"1729","201001CP00341",1,5,0,18,0,0,0,0,0,0,1,1,15,1,7,-1,-1,-1,7,1
"1730","201001CP00342",1,11,0,11,0,0,0,0,0,0,1,1,1,1,8,7300,2,8,3,1
